target_ts_nanos,game_latency_ms,composite_latency_ms,encode_latency_ms,decode_latency_ms,network_latency_ms,decoder_queue_latency_ms,rendering_latency_ms,vsync_queue_latency_ms,total_MTP_latency_ms,enconded_frame_size_bytes,server_framerate_fps,client_framerate_fps,sending_bitrate_mbps,recving_bitrate_mbps,C,C_effective,gaze_variance_magnitude,fixation_confidence,experiment_target_timestamp
9440935558536,4.4596,0.7138,5.4091,4.31974,3.93245,1.6257809,1.515573,40.624065,62.600113,31412,63.338444,35.919533,,,80,67.35808,790.3407256836763,0.0011374417,20260313_174815
9440953983370,1.8638,0.7105,6.0334,4.559271,4.838552,0.046406,1.462031,38.62377,58.137733,29210,63.338444,71.80567,,,80,67.09194,683.6877849990747,0.0012636782,20260313_174815
9440972547987,3.1746,0.8477,5.6391,4.111823,4.5006332,0.137187,10.303231,24.763632,53.477905,29428,43.781303,71.83845,,,80,66.76875,569.1514852267484,0.0014605196,20260313_174815
9440995768739,2.5998,0.7105,5.157,5.766667,4.833952,0.017344,1.9308851,37.07416,58.090305,29968,43.781303,35.88328,,,80,66.479904,519.0926754502686,0.0016967312,20260313_174815
9441023433901,0.7712,0.76089996,5.9508,4.191823,5.693976,0.030365,1.9798961,38.89755,58.27651,31642,63.18197,35.949932,,,80,66.19426,448.42600777374753,0.0020197702,20260313_174815
9441037334059,3.1246998,0.73550004,5.9588003,4.154584,4.025011,0.020573,9.293907,30.987011,58.30009,34867,63.18197,71.81873,,,80,66.08954,407.9447463179332,0.0021713215,20260313_174815
9441065134503,1.2286,0.6099,7.4183,4.595157,5.2953887,0.038021002,2.3530731,36.773746,58.312183,33680,87.16952,35.913742,,,80,65.90696,352.7470575367414,0.0024981496,20260313_174815
9441074345442,3.4143,0.6181,6.7916,4.605418,4.758189,1.0051041,1.249635,40.64021,63.082554,31326,58.521626,71.83931,,,80,65.83392,333.99531740149314,0.0026581918,20260313_174815
9441092897859,2.4069002,1.6691,5.4618,5.10448,4.344909,0.015728999,2.069948,37.371815,58.44468,29052,58.521626,71.81411,,,80,65.70611,339.38045072372927,0.0029938647,20260313_174815
9441120691658,0.7629,0.879,6.2792997,4.117344,5.136874,1.593699,1.1916139,38.60349,58.56422,32859,75.18401,35.91872,,,80,65.75207,362.3999298306593,0.0028638262,20260313_174815
9441129915409,3.8904998,0.7158,5.6222997,4.5496883,4.469057,4.267605,1.931667,37.859943,63.306564,28837,69.26167,71.81196,,,80,65.784584,385.9298953286847,0.0027784524,20260313_174815
9441148501775,0.431,0.7217,5.8741,4.323959,4.2265344,3.6073442,12.741824,26.63048,58.556946,27995,85.19338,71.807274,,,80,65.836464,440.12619966708917,0.0026522912,20260313_174815
9441162416445,0.9802,1.0297,5.6468,4.52,3.962676,3.986043,4.738646,33.738148,58.60222,27971,85.19338,71.70032,,,80,65.918465,449.49819519601886,0.002474679,20260313_174815
9441171659519,2.7231,0.6304,5.8375,4.509428,5.359731,3.755208,1.456823,38.977577,63.249775,29184,57.526146,71.98234,,,80,65.97458,466.8046811912276,0.0023662383,20260313_174815
9441190216350,2.3576,0.648,5.9475,4.124948,3.994245,1.323542,14.971355,25.262829,58.63002,29408,61.218616,71.82865,,,80,66.08592,490.61259604060757,0.0021769705,20260313_174815
9441204131665,1.2456001,0.7429,5.1794,4.408022,5.398455,2.929583,4.747344,34.06293,58.714233,30174,61.218616,71.67739,,,80,66.14136,492.5223852574371,0.0020935955,20260313_174815
9441218209583,2.2482,1.1887,5.0861998,4.617083,5.240964,0.033125002,1.788021,38.156815,58.359108,28303,61.218616,71.97761,14.069496,,80,66.18368,486.61442299900716,0.002034122,20260313_174816
9441245916936,5.0228,0.70239997,6.0509,4.216772,4.645099,0.02901,13.8626585,24.162064,58.691704,29523,38.610188,35.911083,,14.30568,80,66.1538,429.645044286781,0.00207575,20260313_174816
9441273649126,3.1013,1.3718,5.5126,4.315052,5.188625,0.020833,1.784584,37.552242,58.84703,31533,38.610188,35.877563,,,80,65.998924,2239.9313951323347,0.002322098,20260313_174816
9441296790398,5.1433997,0.7016,6.1696,4.637084,5.0635257,0.239115,2.0358849,39.54889,63.539097,34106,69.572,35.95306,,,80,74.923065,5893.514006904717,0.00029624262,20260313_174816
9441315313473,0.8187,0.84599996,6.1877003,4.106719,4.402862,0.99286497,13.940678,27.636345,58.931873,50663,72.45222,71.81939,,,80,80,9154.197735239733,0.00019292068,20260313_174816
9441324617261,3.7324,1.3764,5.4871,5.0071363,5.7590504,1.239218,6.698803,34.32683,63.626938,31735,72.45222,71.82232,,,80,80,10345.246434631576,0.00013781885,20260313_174816
9441338524450,4.3255,0.84679997,4.6015,4.764115,4.8422947,1.50599,2.0054169,40.71289,63.604504,33466,70.92853,71.82531,,,80,80,10924.2973276255,0.00010922758,20260313_174816
9441352553480,4.3522,0.7055,5.0531,5.006094,5.423316,0.27901,14.285054,28.293852,63.39813,35324,61.586594,71.83812,,,80,80,14019.685453025006,0.000091530695,20260313_174816
9441370996216,2.7469,0.8634,6.6039,4.937761,4.039604,0.030677002,3.530781,36.35561,59.108635,32931,61.586594,71.81066,,,80,80,14490.255894671074,0.000079722624,20260313_174816
9441398766106,2.9812002,0.7703,5.3745003,4.947865,5.860408,0.022865001,2.0972922,37.15023,59.20466,32721,34.75094,35.916397,,,80,80,16883.114829939193,0.00006334723,20260313_174816
9441431173555,0.6348,0.9553,4.3408,4.899011,4.935039,0.025677,13.08297,25.757746,54.63134,33727,42.879253,35.910583,,,80,80,19046.41250284304,0.000056268615,20260313_174816
9441449771057,5.0814,0.7906,6.6351,4.37875,5.285089,0.472709,1.500729,39.56651,63.710884,33244,64.00123,35.91381,,,80,80,19434.399001022837,0.000052963467,20260313_174816
9441468238116,2.5058,0.8256,6.2082,4.8047404,3.822433,0.040728997,1.924688,39.135643,59.267834,18125,90.82157,71.823906,,,80,80,19621.75576353274,0.000051747284,20260313_174816
9441477530152,4.3362,0.62960005,6.7614,4.5218763,4.315249,0.87484396,1.258698,41.016205,63.71408,21451,90.82157,71.84315,,,80,80,19630.65605245199,0.000051062638,20260313_174816
9441500577095,2.7919,0.6853,5.5312004,4.6514587,4.001393,0.021927001,2.068021,34.968815,54.720013,18384,45.608162,71.969406,,,80,80,19389.81754878736,0.00005093814,20260313_174816
9441523730972,2.9332,0.7352,5.1836,4.493542,5.208939,1.174531,1.9731249,37.798782,59.50092,30190,42.23847,35.873074,,,80,80,18588.81265501934,0.000051868887,20260313_174816
9441551509686,0.558,0.8656,5.3414,4.317917,4.6931257,0.024115,14.20422,15.627155,45.63153,27608,45.998795,71.844215,,,80,80,16194.139121157039,0.000055166794,20260313_174816
9441570055001,3.3756,1.3215001,3.4617,4.6941147,4.570211,0.025728999,2.250313,35.16373,54.8629,27931,45.998795,35.91401,,,80,80,15372.761675611593,0.000060336773,20260313_174816
9441593128159,1.0298,0.7254,4.9894,4.340365,4.598266,0.089375,2.6464581,27.206911,45.625977,26963,85.9823,71.8071,,,80,80,12888.722085301284,0.000066958346,20260313_174816
9441602346597,3.2857,0.6718,5.8144,5.045052,4.266122,0.023334,12.054845,19.237614,50.39887,27228,42.168293,71.82146,,,80,80,9860.721071931615,0.00007166474,20260313_174816
9441625469942,3.3563,1.656,6.0508,4.568855,5.103307,0.026301999,1.782657,32.37998,54.9242,24540,42.168293,35.916157,,,80,80,7829.742166106404,0.000095266005,20260313_174816
9441648605790,3.3107,0.7834,5.4999,4.305365,4.014959,0.017292,1.260157,40.457527,59.6493,36631,45.04484,35.917053,,,80,80,4894.647014048182,0.00012770182,20260313_174816
9441676272005,2.8116,1.0231,5.8204,4.322761,4.3347974,0.019687,9.689741,31.87038,59.892464,25624,41.84188,35.90894,,,80,75.0889,272.1839756326161,0.0002915165,20260313_174816
9441699451643,1.1853999,0.6205,6.7686,4.455104,5.8702927,1.134219,1.530573,42.943375,64.50806,26714,60.00816,35.919106,,,80,65.50872,283.8609378658898,0.0037191631,20260313_174816
9441718004466,1.1209,0.65180004,5.8931003,4.760782,4.444149,0.015989998,1.5138019,41.247097,59.64762,23475,89.00757,71.98086,,,80,65.55715,296.21409402132804,0.003510485,20260313_174816
9441727185547,2.7889,0.7872,7.6425,4.739636,4.921245,0.37901,9.813751,33.588215,64.66045,27550,42.89305,71.81289,,,80,65.576675,319.9425469445398,0.0034328494,20260313_174816
9441750360764,3.0226,1.1815001,5.8715,4.279844,4.638464,0.02651,1.679011,34.6786,55.37803,22411,42.89305,71.67164,,,80,65.64042,340.74850508129117,0.0032016602,20260313_174816
9441773581418,1.4063,0.7039,5.7036,4.783385,5.657764,0.432709,1.393542,39.9833,60.0645,23474,58.59501,35.913204,,,80,65.742035,351.27506158449336,0.0028912446,20260313_174816
9441787497409,4.895,1.3944,3.7082,4.185522,4.929641,0.023333,6.7233343,34.188625,60.048054,22099,58.59501,71.83981,,,80,65.761444,338.6381004101071,0.002838691,20260313_174816
9441819968836,0.2794,0.9559,5.2032,4.46349,4.907283,0.021458,1.3130211,38.24832,55.392075,19676,36.400963,35.91522,,,80,65.69122,312.39007453987233,0.0030385582,20260313_174816
9441843028716,2.0016,0.90929997,6.1301003,4.42776,5.066137,1.176407,1.707969,38.79127,60.21055,22060,39.740574,35.90935,,,80,65.62082,293.397127531087,0.0032693613,20260313_174816
9441866213871,4.4035,0.899,6.5688996,4.3464594,4.678185,0.022292001,12.202657,17.789297,50.910286,25800,64.3658,71.82374,,,80,65.56064,251.49485888075225,0.0034963614,20260313_174816
9441884679029,0.9983,1.0256,4.874,4.6389594,4.697413,0.027083999,4.44099,25.746168,46.44851,22832,74.048294,71.684875,,,80,65.51257,246.31698821868684,0.0037016652,20260313_174816
9441898597416,0.9541,0.8021,5.7974997,4.663073,4.991354,0.019062,1.8215109,27.349665,46.398365,23429,69.83484,71.80761,,,80,65.459076,352.3805654718377,0.0039604767,20260313_174816
9441912377544,1.1332,0.7195,6.1653,4.63974,4.217053,0.020729,1.8088549,27.537651,46.24203,24269,71.33329,72.00357,,,80,65.41108,674.0245387880802,0.0042255423,20260313_174816
9441926173617,1.6192,0.7335,4.8151,4.346667,4.305066,0.024479,2.274167,28.44524,46.56342,27439,88.66585,71.79645,,,80,66.42892,868.6527424171314,0.0017465915,20260313_174816
9441935396785,3.5894,0.6714,6.1261997,4.7180734,4.275397,0.026563,1.698229,29.967758,51.073017,26472,88.66585,71.83602,,,80,67.329254,1838.516411713416,0.0011498842,20260313_174816
9441958438112,0.9961,0.6403,4.799,4.025417,4.889445,0.017708,10.70448,29.764439,55.836887,51330,48.375317,35.914616,,,80,71.53478,4138.579728228885,0.0004429723,20260313_174816
9441981564573,3.8472,0.64599997,6.0884,3.9869273,5.107777,0.015937999,1.630833,39.22501,60.548084,35561,38.890682,35.913357,,,80,78.32085,5493.019633646163,0.00022237647,20260313_174816
9442013904117,3.2231,0.854,5.0434,4.118126,4.76221,0.017394999,1.3128649,36.705795,56.036892,34810,31.444166,35.91933,,,80,80,7298.9777067160285,0.00015709679,20260313_174816
9442037021995,2.8841,1.4674,3.4028,3.995365,4.173514,0.0225,9.375001,21.465767,46.78645,29513,43.702663,71.81958,,,80,80,8344.380999540637,0.00013324089,20260313_174816
9442064755369,0.8991,0.8737,5.9736,5.0532303,5.45881,0.021614,1.746615,26.775692,46.80236,34700,84.89108,35.879494,,,80,80,8866.71577979649,0.00011800586,20260313_174816
9442073964588,3.3873,0.7637,7.4733,4.2442713,3.8809621,0.0142709995,1.485834,30.362167,51.611805,31582,84.89108,71.80756,,,80,80,9002.7833979616,0.00011505603,20260313_174816
9442092427293,3.3679,1.4769,5.1015,4.098229,5.068702,0.015260999,5.156146,22.683035,46.967678,27803,54.292355,71.965706,,,80,80,9157.1491376029,0.000110477595,20260313_174816
9442120152044,0.8894,0.7735,5.4080997,4.142448,4.730981,0.019531,1.413334,29.528107,46.905407,32019,63.589367,35.87964,,,80,80,9058.971412537057,0.000109308996,20260313_174816
9442133976576,2.6124,1.4544001,5.2949,4.188594,5.5342393,0.015364,1.414011,26.623497,47.137405,29910,63.589367,71.97739,,,80,80,8815.584626002603,0.0001109553,20260313_174816
9442161648843,3.5416,1.0423,6.9195,4.764896,4.64155,0.02401,9.483803,30.678564,61.096226,35908,41.384388,23.943869,,,80,80,7951.059807681303,0.000115629504,20260313_174816
9442184890928,4.2091,0.7882,6.5076003,3.8608859,4.2631736,0.033125002,1.418125,30.569328,51.649536,37912,65.25158,71.80263,,,80,80,7495.80670601143,0.00012575359,20260313_174816
9442203304042,1.3094,0.8918,6.3069997,4.242813,4.260812,0.575989,1.788438,41.811504,61.18775,51404,70.143936,35.91727,,,80,80,6807.5592285333405,0.00013339013,20260313_174816
9442217176878,1.1133,1.0813999,4.6338,4.4214067,4.942282,1.526719,10.036303,33.341484,61.09669,45797,54.816143,71.96303,12.131112,,80,80,6080.113895543545,0.00014311253,20260313_174817
9442235752013,1.1991,1.3284,4.954,4.604479,4.98496,0.011458,1.5482299,37.886864,56.517494,36792,54.816143,71.695465,,11.894928,80,80,5481.083936992751,0.00015955206,20260313_174817
9442263523272,1.7226,0.9543,4.3918996,5.052969,4.972295,0.014584,1.50375,38.103264,56.715664,50320,35.501278,35.91417,,,80,79.993095,4033.1923100856784,0.00019807,20260313_174817
9442286766726,3.5956,0.93909997,4.0729,4.5557303,5.221828,0.862239,11.547449,30.472765,61.26761,80022,39.100224,35.909843,,,80,75.24187,1948.1541427224977,0.00028728892,20260313_174817
9442314536469,5.6171,1.0182999,4.9011,4.136615,4.429543,0.016874999,1.3706261,39.86176,61.35192,56144,33.72977,35.91492,,,80,70.600464,1408.4965085379083,0.000513043,20260313_174817
9442346989044,3.8606,0.834,4.8013,4.082448,4.434622,0.014479999,1.461562,37.320427,56.80944,49504,33.108856,35.91265,,,80,68.85452,1364.6112118084889,0.00072833564,20260313_174817
9442365482535,4.9817,0.83650005,7.2622004,4.470886,4.047779,0.021771,9.308959,21.305363,52.23516,59778,67.728195,71.81736,,,80,68.91991,1472.61848117003,0.0007170675,20260313_174817
9442384010624,1.3683001,0.69890004,5.5799,4.121823,4.536391,0.018698,1.88901,29.447033,47.660057,30885,67.619194,71.699036,,,80,69.08788,1482.6509887543773,0.0006896543,20260313_174817
9442397892211,2.3179002,0.8729,5.3062997,4.153437,4.222537,0.014688,1.641042,29.080944,47.609745,33848,77.70008,71.96128,,,80,69.18985,1508.7236275500782,0.00067401293,20260313_174817
9442411727406,1.0849,1.1096,5.5530996,4.176042,4.601881,0.015833,9.229636,21.933012,47.704002,48571,65.07409,71.82652,,,80,69.23776,1541.3425062230365,0.00066690595,20260313_174817
9442425556218,2.6862,0.91499996,5.7829,4.767865,4.520953,0.01974,1.990886,27.091644,47.77519,89043,65.07409,71.67475,,,80,69.317474,1553.062934459882,0.00065540767,20260313_174817
9442453253583,3.6122,1.4264001,5.3701,4.240313,4.029114,0.016094,1.455729,27.711998,47.86195,60385,35.067295,35.91861,,,80,69.4031,1546.6252690079493,0.00064349093,20260313_174817
9442481003465,1.3413,0.8038,6.3285,4.299948,4.880464,0.16229199,9.453491,34.476875,61.746674,55868,89.52231,23.956768,,,80,69.37428,1535.1301250856343,0.0006474537,20260313_174817
9442490239247,3.7723,1.0972999,6.9098997,5.084115,4.324616,1.677553,2.562812,41.061863,66.490456,53595,47.525806,71.838875,,,80,69.36502,1534.8105646510837,0.0006487373,20260313_174817
9442513384940,1.2806,0.9861001,5.2255,4.30474,5.105926,0.015365,1.431458,38.93055,57.280243,54010,47.525806,71.828094,,,80,69.34791,1534.5580701746626,0.00065112195,20260313_174817
9442536589404,0.33440003,0.9456,5.6293,4.5229692,4.7504406,3.638334,4.4482822,37.70667,61.975994,60638,62.423916,35.909836,,,80,69.35614,3336.382908830688,0.0006499724,20260313_174817
9442550555395,2.3423,0.7433,6.7157,4.2938538,4.3552637,1.343125,1.2993231,40.724243,61.81711,62369,87.363716,71.84568,,,80,72.25401,4085.9578881132766,0.00040083003,20260313_174817
9442559727896,4.4188995,0.6901,6.3335996,4.8622923,4.772142,4.0517187,1.754635,39.727615,66.61101,42729,45.33893,71.82328,,,80,75.970955,5690.6333244895395,0.00026871494,20260313_174817
9442583062513,3.0397,0.9536,5.5916004,4.469948,5.800727,0.014948,11.280053,26.026527,57.177105,88261,36.41634,71.81593,,,80,80,10481.06101238259,0.00017569649,20260313_174817
9442610828027,2.7953,0.9164,4.7806997,4.493177,5.517706,0.034739997,1.929844,36.71904,57.18691,67166,36.41634,35.910652,,,80,80,13312.028842667678,0.00009540109,20260313_174817
9442633941787,1.1427,0.614,6.6185,4.391823,4.251155,0.014167,1.7235941,29.363604,48.119545,50580,77.85615,71.85773,,,80,80,15697.580146235327,0.000071924915,20260313_174817
9442643193090,4.6060996,0.89959997,5.9769,4.217605,5.7015157,0.012135,9.60396,21.833532,52.85135,47064,56.329773,71.80854,,,80,80,16747.841708759788,0.000065194276,20260313_174817
9442661618721,3.9440002,0.7861,5.9302,4.593698,5.17215,0.013021,1.611771,26.359749,48.410686,37325,56.329773,71.69251,,,80,80,17045.38807638824,0.000060463768,20260313_174817
9442693994139,1.2401,1.2615999,4.3203,4.3471355,4.587272,0.014114,1.9516671,26.051132,43.77332,36454,33.777966,35.909557,,,80,80,17121.11818886441,0.0000581678,20260313_174817
9442721720490,1.6866001,0.8399,5.0351,4.1110415,5.7577763,0.018646,9.908438,30.453815,57.81132,33527,43.219135,23.958923,,,80,80,16765.29652167548,0.000059923706,20260313_174817
9442745007888,0.7241,1.0131,4.4274,4.121251,5.463474,1.777083,1.6027089,42.879414,62.008526,32668,43.219135,35.913326,,,80,80,18066.490879275047,0.000059643462,20260313_174817
9442777423733,1.3755,1.1162,5.6574,4.404688,4.55111,0.022812001,1.3409381,39.162926,57.631573,29684,31.863066,35.91406,,,80,80,20213.723375453566,0.000053010055,20260313_174817
9442800513116,2.0373,0.6206,6.1475997,4.4446883,4.156845,2.7401571,9.775575,32.40326,62.326027,36976,69.97803,35.91246,,,80,80,21396.60845265341,0.00004887284,20260313_174817
9442814319576,1.4519,0.72040004,6.6071,4.3008857,4.958727,2.1968749,2.266302,39.953785,62.455975,27156,69.97803,71.83072,,,80,80,21489.689810453194,0.000047519377,20260313_174817
9442828230723,1.9053999,0.758,5.1244,4.792136,4.3682427,3.397136,2.3851042,39.812557,62.542976,30469,81.81298,71.834404,,,80,80,21573.153717534413,0.000046734192,20260313_174817
9442837496003,4.5618,0.9958,5.4062,4.190626,4.563285,5.489896,9.1212,32.920433,67.24924,31368,54.757317,71.82853,,,80,80,21100.426560367887,0.000046312103,20260313_174817
9442860670244,0.2413,1.1305,5.1612997,4.3168764,3.7190878,2.46526,2.3260942,38.70671,58.067127,27103,54.757317,71.82012,,,80,80,20633.026761676643,0.000046656005,20260313_174817
9442879367708,3.2748,0.7027,7.0026,4.122293,6.967453,0.01802,1.532865,29.541176,53.161907,30612,68.192825,71.82435,,,80,80,18850.00510682474,0.00004917944,20260313_174817
9442897797028,0.94380003,0.8035,5.5053997,4.503907,3.9846442,0.032708,10.892866,22.170265,48.83709,29239,47.633564,71.844055,,,80,80,16803.94893352577,0.000051936484,20260313_174817
9442916378053,2.8154998,0.8051,5.8487,4.135782,5.5624723,0.018281,1.194063,23.835848,44.215744,27688,47.633564,71.66686,,,80,80,14901.330578747778,0.000057509034,20260313_174817
9442934848431,4.4916997,0.75339997,6.3041997,4.471251,4.44341,0.015573,1.6926041,31.453672,53.62581,32055,66.209816,35.912537,,,80,80,11647.39058233917,0.00007019787,20260313_174817
9442953323308,1.0048,0.6809,5.2107,4.12224,5.189539,0.014739,9.957763,22.843079,49.023758,44284,64.7551,71.980576,,,80,80,10029.586646790609,0.00008584877,20260313_174817
9442967241016,2.5249,0.86550003,6.2921,4.9863553,4.260366,0.015780998,2.162292,27.954004,49.061295,35481,83.967285,71.677956,,,80,80,11052.536938864334,0.00009661396,20260313_174817
9442976536538,5.0389,1.1224,5.6734,4.118646,4.84202,0.018906,1.455053,31.322058,53.591385,33770,83.967285,71.97948,,,80,80,13353.20053623546,0.000101450336,20260313_174817
9442999568619,0.715,1.0996,5.1391,4.871876,6.600676,0.017344,9.995834,29.951761,58.391186,39875,37.69801,35.913273,,,80,80,21596.389948310494,0.0000686229,20260313_174817
9443022739246,2.9678998,1.2773999,3.4161,4.042083,6.199539,1.458907,1.873177,41.801685,63.036785,34002,37.69801,35.927166,,,80,80,24738.086470290076,0.00004630189,20260313_174817
9443055160353,4.2514,0.8771,4.8775997,4.331615,5.4051523,0.028385,2.140573,36.713516,58.62534,31586,31.062365,35.90777,,,80,80,31406.881263443363,0.000034874854,20260313_174817
9443078397569,1.0978,0.80480003,5.6520004,3.9962502,4.211755,0.014427,9.269377,24.080606,49.127018,33220,77.61263,71.82963,,,80,80,36193.50235402695,0.000030986652,20260313_174817
9443092233092,0.61490005,0.76040006,4.9646997,4.393074,4.915886,0.027864,2.104063,31.599865,49.380753,33186,80.05508,71.68143,,,80,80,36913.03935524771,0.000028825447,20260313_174817
9443101538405,3.766,0.8145,5.8514,4.310573,4.2001853,0.016094,1.2930729,33.68567,53.937492,38179,80.05508,71.991425,,,80,80,38926.72349514927,0.000027089964,20260313_174817
9443119979048,3.8501,0.75810003,6.0014,4.181563,4.723318,0.529479,11.142241,32.121494,63.307693,31017,41.97589,35.908524,,,80,80,42356.022607458886,0.00002528694,20260313_174817
9443143223375,4.3176,0.7122,8.0055,3.97099,4.665587,0.016198,1.34823,30.840506,53.87681,28771,67.902954,71.84419,,,80,80,44214.853496190786,0.000023608836,20260313_174817
9443157081456,4.5656,1.3518001,5.301,4.06849,4.811654,0.015573,2.344062,31.685658,54.14383,27775,81.16619,71.81734,,,80,80,44602.935799204315,0.000022744107,20260313_174817
9443170986027,2.9483,0.6842,6.148,4.156042,7.8021584,2.319896,1.2165631,42.81942,68.094574,31498,65.22945,35.914814,,,80,80,45958.26471897196,0.000022419545,20260313_174817
9443189466144,0.5938,0.7342,6.474,4.143646,4.2320123,3.760313,19.836876,23.775196,63.55005,30547,66.12707,71.9759,,,80,80,45386.60916549966,0.000021927988,20260313_174817
9443203440699,1.2943,0.86630005,5.5319,4.28125,4.906095,9.31146,4.706615,32.703644,63.60157,30372,90.57069,71.52457,,,80,80,45052.30552666911,0.000021716698,20260313_174817
9443217468097,2.305,0.7866,6.6110997,4.795886,4.136624,7.174063,11.246199,26.302193,63.357666,31125,46.002605,71.98098,17.104927,,80,80,42407.66235051694,0.000021823076,20260313_174818
9443226634347,4.195,0.6424,7.7146997,4.503073,4.5323286,7.9428654,3.533438,35.12973,68.193535,20324,46.002605,71.66192,,17.104927,80,80,41682.21902796563,0.00002219593,20260313_174818
9443249861145,2.4335,0.855,5.6974998,4.250782,3.979938,1.784219,1.525729,38.339718,58.86639,19148,46.002605,71.978645,,,80,80,40034.45578821025,0.000023220355,20260313_174818
9443273124255,0.8372,0.91429996,5.1169,4.749636,6.243893,0.019948,11.288595,20.597479,49.767952,28909,58.402687,71.83315,,,80,80,31923.55294503782,0.00002556758,20260313_174818
9443291648893,0.4048,0.8702,4.8747,4.3945837,4.471395,0.025416,1.8579171,28.206907,45.10592,25409,58.402687,71.67627,,,80,80,30492.55340864718,0.000028902403,20260313_174818
9443314698433,2.8516998,0.7676,5.5773,4.484479,6.168819,0.020208,1.4481779,42.509605,63.82789,29681,37.752804,23.958494,,,80,80,20391.28733834495,0.00003883217,20260313_174818
9443342535174,2.1756,0.8171,5.2517,4.206563,4.633935,2.313177,11.226356,33.248344,63.87277,30652,78.28034,35.913975,,,80,80,6261.038624761072,0.000060501316,20260313_174818
9443356410384,1.1197001,0.80630004,4.7069,4.1115627,3.9650178,5.475156,3.9237509,39.8346,63.94299,23554,78.28034,71.82667,,,80,80,4551.39704869345,0.00009871716,20260313_174818
9443439820874,1.6669,1.4146999,3.5426,5.081927,3.474916,0.058021,1.569375,33.397125,50.205563,714,11.891158,14.365358,,,80,66.68364,971.057233339639,0.0015229966,20260313_174818
9443453709001,3.8625,1.1740999,5.696,3.9585419,5.563703,0.581719,9.671354,33.66973,64.17766,49236,58.836685,35.91194,,,80,68.10087,1974.8800687451867,0.0008894536,20260313_174818
9443486142877,1.9465001,0.9533,5.8429,4.7766666,5.246468,0.017396,1.362344,39.365166,59.510742,20871,33.103924,35.914207,,,80,71.47747,3210.6313080468226,0.00044671472,20260313_174818
9443578756933,0.3967,0.8145,5.4382997,4.338333,4.813887,0.013646,1.190886,33.487488,50.49374,1600,10.904828,11.971561,,,80,80,6987.164461528848,0.00015569763,20260313_174818
9443615802526,3.454,2.041,6.2792,3.877553,5.273093,0.011562,10.651565,23.537914,55.12589,22466,34.963448,23.940498,,,80,80,7382.2325985266425,0.00013683102,20260313_174818
9443643601539,3.7483,1.4983,4.4711,4.1100516,5.988135,0.01099,1.33401,34.024887,55.185776,7584,34.963448,35.87666,,,80,80,7325.364904890534,0.00013544204,20260313_174818
9443666754659,4.9565997,1.6162,4.8349996,4.5481257,3.5503778,0.013125,1.918698,38.56559,60.003716,8537,43.316296,35.946873,,,80,80,6975.1037997332305,0.0001380061,20260313_174818
9443703774141,0.7039,1.3031,6.0642,4.059427,4.276406,0.009219,8.76599,25.73273,50.914974,8179,30.317638,35.92027,,,80,80,6314.854193077156,0.00014822422,20260313_174818
9443726967268,3.6492999,0.9873,4.2688,4.25974,4.346111,0.009114999,1.851042,36.11808,55.489487,9005,38.261253,35.912163,,,80,80,5894.130988123422,0.00016093098,20260313_174818
9443759361121,0.5706,1.5039,3.7346,4.0257287,6.8225164,0.010834,1.5606769,32.782505,51.011364,9170,31.755308,35.910603,,,80,80,5081.521976678928,0.00018130145,20260313_174818
9443801013475,1.4605,1.4100001,6.4968,4.3173966,5.438066,2.724583,8.870833,34.28395,65.00213,21880,35.382324,17.956448,,,80,80,9359.523413670664,0.00013486294,20260313_174818
9443828820822,0.5708,1.4600999,4.464,3.967396,7.359841,0.011771,1.5695311,31.643595,51.04703,11520,35.382324,71.85598,,,80,80,10100.81622481388,0.000106831634,20260313_174818
9443865842365,4.2813,1.4007,3.6399,4.231615,5.3584127,0.011094,1.9754169,35.027596,55.926037,12180,25.50539,23.941256,,,80,80,11915.269213069441,0.00009051732,20260313_174818
9443898281286,2.937,1.1265999,5.9352,4.353282,6.042191,2.4269788,8.775002,33.652893,65.24915,11648,31.165365,23.94266,,,80,80,13896.282179493463,0.00007926465,20260313_174818
9443935375639,2.8254,1.1338,6.0847,4.091199,4.575007,0.011614,1.5158861,35.772953,56.01056,13798,28.068207,35.90905,,,80,80,14460.71536585583,0.00007126264,20260313_174818
9443967807606,2.4527,1.2582,6.2668004,4.1356783,4.6991763,0.011666,1.4290631,31.207207,51.46049,12042,30.972698,35.914787,,,80,80,16679.67480298895,0.00006833248,20260313_174818
9444000173125,5.9484997,1.3028,6.2998,3.808334,9.077027,0.011510001,9.073958,25.362362,60.884293,22641,37.47466,23.941011,,,80,80,24492.666045356265,0.00005192405,20260313_174818
9444023340575,1.0299001,1.1611,6.0803,4.230417,16.80162,0.010573,1.367865,34.82652,65.50829,9744,37.969685,35.924255,,,80,80,25728.345643585744,0.000041674004,20260313_174818
9444046535404,10.5595,0.9925,3.943,4.261772,9.985679,0.011821999,1.716042,38.723938,70.19426,9761,37.969685,35.906605,,,80,80,26777.82862789403,0.000039485076,20260313_174818
9444079135079,8.7928,1.2408,3.4469001,4.116146,7.236637,0.010521,9.858023,30.665752,65.36758,10765,36.17369,35.91787,,,80,80,25570.502558517168,0.00003711643,20260313_174818
9444111531749,0.9254,1.0741,6.2235,4.116823,12.316377,0.015521,1.5614059,34.51761,60.750736,10475,33.7366,35.91257,,,80,80,22692.828352265016,0.000040668994,20260313_174818
