target_ts_nanos,game_latency_ms,composite_latency_ms,encode_latency_ms,decode_latency_ms,network_latency_ms,decoder_queue_latency_ms,rendering_latency_ms,vsync_queue_latency_ms,total_MTP_latency_ms,enconded_frame_size_bytes,server_framerate_fps,client_framerate_fps,sending_bitrate_mbps,recving_bitrate_mbps,C,C_effective,gaze_variance_magnitude,fixation_confidence,experiment_target_timestamp
9427733041634,4.2711997,0.8011,5.2975,4.999896,5.642598,0.014687,11.621564,26.087795,58.73634,73178,53.407677,23.944489,,,80,80,8002.824405961911,0.00012688589,20260313_174802
9427751608719,3.8239,1.2660999,4.9812,4.3164067,7.15026,0.015677,1.399479,31.141424,54.094448,53447,53.407677,71.67101,,,80,80,8191.534337256478,0.00012963147,20260313_174802
9427779184827,6.5414004,0.8962,6.0009003,4.294949,5.783793,0.022968002,1.5699481,42.970776,68.080925,52183,32.15589,23.957819,,,80,80,9512.94682382577,0.00011390441,20260313_174802
9427807053102,3.168,0.9141,5.0039997,4.929636,5.2507772,0.666354,9.387761,38.86024,68.18087,52635,42.35296,35.923653,,,80,80,10579.972315468263,0.0001016132,20260313_174802
9427839549660,2.5022,0.57839996,5.4258003,4.7375517,4.832456,0.019115,1.92849,43.62021,63.644222,52631,32.160545,35.91319,,,80,80,11261.65099914019,0.00009327588,20260313_174802
9427862718865,2.9659002,0.8846,4.4165,4.599532,4.900293,0.016354,2.0730731,34.48995,54.3462,51208,41.903244,71.83236,,,80,80,11848.123327786469,0.000087821456,20260313_174802
9427895010156,0.4318,0.922,4.8723,4.385261,4.904161,0.025155999,10.322137,37.89759,63.760406,50186,33.5124,23.941738,,,80,80,12287.987046792363,0.000082535174,20260313_174802
9427922842668,3.1799002,1.3046,5.4642,4.013803,4.921353,0.023698,1.471094,43.21774,63.596382,56119,32.90004,35.91646,,,80,80,12207.14576692043,0.0000813827,20260313_174802
9427955242764,1.5600001,1.0753001,4.343,4.3301044,5.737326,0.017605,1.792396,40.346867,59.2026,57932,32.10304,35.910313,,,80,80,11689.188138501053,0.00008292261,20260313_174802
9427973756099,6.7844,1.0654,5.307,4.5533338,6.830233,0.015625,9.347344,34.663338,68.56668,57535,41.11504,35.912262,,,80,80,10228.553603900966,0.00008644415,20260313_174802
9428001492571,1.8512,0.7256,5.3851,4.74073,8.374612,0.015104,2.2554169,45.179955,68.52772,58325,41.11504,35.91786,,,80,80,9037.782889486134,0.000097755976,20260313_174802
9428034063146,5.0952,0.9004,5.4565997,4.4570317,4.855874,0.018176999,1.725209,41.602272,64.11077,65972,29.631649,35.907814,,,80,80,6717.041777494323,0.00012574968,20260313_174802
9428057499849,2.4124,0.98649997,5.714,4.2875,5.178352,1.468802,10.90646,37.479115,68.43313,74235,48.860332,35.91481,,,80,80,3039.160109640179,0.00016011647,20260313_174802
9428089800638,2.0358,0.73550004,5.3110003,4.83724,5.578274,0.018073,1.33224,44.272594,64.12073,64561,30.813223,35.912895,,,80,72.19787,712.642196092865,0.000403829,20260313_174802
9428117527255,4.0952,1.0754,5.5118,5.9317718,5.222497,0.016979,1.585365,40.818645,64.25767,56740,33.387867,35.915894,,,80,66.93027,769.9936979391885,0.0013550371,20260313_174802
9428145366218,2.9399,1.5972,6.3570004,4.110678,8.4969425,0.018906,9.34797,31.316418,64.18501,60299,40.035393,35.915493,,,80,67.03073,797.0460793708783,0.0012967788,20260313_174802
9428173110023,2.9301999,1.0726,5.946,4.757709,6.240264,0.015625,2.346667,41.049065,64.35813,64263,40.035393,35.90927,,,80,67.074875,861.0072829547953,0.0012727364,20260313_174802
9428200954874,4.8103004,1.0879,5.3521,4.929323,6.251421,0.025625,2.084792,39.807274,64.34873,64288,34.90913,35.913177,,,80,67.42143,990.4055542328394,0.0011110223,20260313_174802
9428228712190,4.2261,1.4831,5.9346,4.148125,6.862661,0.01375,8.111407,33.81448,64.59422,60582,42.91164,35.916824,18.067904,18.067904,80,67.9025,1282.876559613498,0.0009444454,20260313_174803
9428251863859,3.0751,1.0458001,5.4778,4.4847918,5.7407293,0.694427,1.5175,46.931145,68.96729,62696,42.91164,35.912895,,,80,68.58447,1473.6990228564778,0.0007788911,20260313_174803
9428279746458,1.3596,0.6498,5.9367,4.3484898,5.756505,3.597969,1.7552091,45.920837,69.32511,59545,56.050045,35.910255,,,80,69.53497,1879.9508071281077,0.0006259624,20260313_174803
9428298278230,0.5889,0.98719996,4.7433,4.6227612,4.487371,2.089011,10.947345,36.120995,64.58688,60655,56.050045,71.96912,,,80,70.23009,2182.2253014364983,0.00054736645,20260313_174803
9428326118249,0.8276,0.8978,5.6061,4.3731246,4.3304286,1.0806249,1.8782821,45.77931,64.77328,52848,36.105125,35.88391,,,80,71.30978,2499.0316463280374,0.00045803792,20260313_174803
9428358617940,1.4241,1.5211,3.5317,4.6332808,5.8164873,0.020261,1.362187,41.766685,60.0758,52874,30.059456,35.911106,,,80,73.09474,3148.845732474817,0.00036071605,20260313_174803
9428381760470,6.0415998,0.9488,5.8221,4.2905726,5.197867,0.021719001,11.454011,30.88448,64.66115,54729,35.65571,35.914383,,,80,74.79117,3762.7737006646553,0.0003001124,20260313_174803
9428414121462,1.7725999,0.9456,3.5767002,4.8794804,6.831403,0.018958,1.4738029,40.676594,60.175137,46812,34.10095,35.911438,,,80,76.3474,3944.1518370976446,0.0002600346,20260313_174803
9428437244341,2.7394,0.96959996,5.0256,4.720365,6.3697762,0.015937999,1.686042,43.493206,65.019936,54692,42.05993,35.914627,,,80,77.27455,4512.50761811464,0.00024087087,20260313_174803
9428460436822,4.4402,0.694,5.3176,4.545521,6.560285,1.799063,12.329638,33.987133,69.67344,78065,42.323742,35.91091,,,80,79.352844,5087.982851112302,0.00020672093,20260313_174803
9428492850419,2.8567,0.65290004,5.0115,4.820522,4.903536,0.019114,1.825938,44.84224,64.93245,60225,32.010036,35.916576,,,80,80,5339.369550544635,0.00019650292,20260313_174803
9428520782466,0.3377,0.93,4.2227,4.562553,6.527049,1.8143231,1.2930729,45.37388,65.06128,57454,38.175808,35.91635,,,80,80,6090.5923672418985,0.00018213522,20260313_174803
9428543860022,0.2956,0.6653,5.228,4.5287504,8.217403,0.020521,1.829011,35.22588,56.010464,51181,40.811497,71.96686,,,80,80,6875.565480595241,0.0001602735,20260313_174803
9428571559635,3.4015,0.782,6.0181,4.904427,6.732933,1.684011,1.4651041,45.025215,70.01328,50365,34.555683,23.924778,,,80,80,7721.233761114749,0.00013769574,20260313_174803
9428599411831,4.8696,1.3255999,5.3037,5.226824,5.623966,1.842135,2.957969,42.90915,70.058945,48051,34.096413,35.91426,,,80,80,8287.546698834834,0.00012678353,20260313_174803
9428631920668,3.1982,1.4038,5.7382,6.068178,6.609385,0.025208,11.773804,30.459736,65.27651,53076,37.363625,35.91555,,,80,80,9546.353865723328,0.000118487515,20260313_174803
9428659715619,3.3994,0.8551,5.5912004,4.307344,5.164719,0.021041,1.7780739,44.307693,65.42457,47961,37.363625,35.91431,,,80,80,10643.043858858333,0.00010474107,20260313_174803
9428687505270,3.2914,0.8691,5.6813,4.723177,5.938723,0.016563,1.28776,43.8428,65.65082,51207,35.286438,35.91228,,,80,80,12827.81933139815,0.00008570658,20260313_174803
9428710676343,4.3648,0.6921,5.1806,4.49724,6.005262,0.016718999,10.618855,25.04998,56.425556,65714,43.303165,71.9778,,,80,80,14647.815528039242,0.00007431545,20260313_174803
